category,cardNumber,parallel,isAuto,printRun,player,parallelNote
auto-autographs-finite-prizm,A-SZ,,true,,Greg Nemisz,
auto-autographs-finite-prizm,A-GS,,true,,Gary Simmons,
auto-autographs,A-GS,,true,,Gary Simmons,
auto-autographs-finite-prizm,A-ES,,true,,Eric Staal,
auto-autographs,A-CW,,true,,Cam Ward,
base,19,,false,,Jeff Skinner,
auto-rookie-autographs,A-RM,,true,,Ryan Murphy,
auto-autographs,A-ES,,true,,Eric Staal,
base,218,,false,,Chris Terry,
base,219,,false,,Jared Staal,
base,220,,false,,Michal Jordan,
base,221,,false,,Ryan Murphy,
insert-initial-impressions,II-6,,false,,Ryan Murphy,
auto-autographs-finite-prizm,A-CW,,true,,Cam Ward,
base,14,,false,,Eric Staal,
base,15,,false,,Jordan Staal,
base,16,,false,,Cam Ward,
base,17,,false,,Alexander Semin,
base,18,,false,,Jiri Tlusty,
insert-pivotal-players,PP-5,,false,,Alexander Semin,
auto-rookie-autographs,A-MJ,,true,,Michal Jordan,
base,20,,false,,Tuomo Ruutu,
base,159,,false,,Kemba Walker,
base,264,,false,,Cody Zeller,
base,34,,false,,Al Jefferson,
base,180,,false,,Gerald Henderson,
base,13,,false,,Ben Gordon,
base,152,,false,,Bismack Biyombo,
base,138,,false,,Michael Kidd-Gilchrist,
base,244,,false,,Alonzo Mourning,
base,247,,false,,Muggsy Bogues,
insert-endless-impressions,EI-7,,false,,Stan Mikita,
insert-net-defenders,ND-11,,false,,Corey Crawford,
insert-endless-impressions,EI-13,,false,,Tony Esposito,
auto-autographs-finite-prizm,A-H9,,true,,Bobby Hull,
auto-autographs-finite-prizm,A-TW,,true,,Jonathan Toews,
base,289,,false,,Michael Kostka,
auto-rookie-autographs,A-KK,,true,,Michael Kostka,
base,127,,false,,Patrick Sharp,
base,123,,false,,Patrick Kane,
base,122,,false,,Jonathan Toews,
base,126,,false,,Corey Crawford,
auto-autographs,A-BB,,true,,Brandon Bollig,
auto-autographs,A-H9,,true,,Bobby Hull,
auto-autographs-finite-prizm,A-BB,,true,,Brandon Bollig,
insert-pivotal-players,PP-6,,false,,Patrick Kane,
base,223,,false,,Ryan Stanton,
base,128,,false,,Brent Seabrook,
auto-autographs,A-PK,,true,,Patrick Kane,
base,222,,false,,Drew LeBlanc,
auto-autographs,A-TW,,true,,Jonathan Toews,
insert-endless-impressions,EI-4,,false,,Bobby Hull,
auto-autographs-finite-prizm,A-PK,,true,,Patrick Kane,
insert-immortalized,I-3,,false,,Jonathan Toews,
base,125,,false,,Marian Hossa,
base,124,,false,,Duncan Keith,
base,200,,false,,Kirk Hinrich,
base,96,,false,,Derrick Rose,
base,223,,false,,Scottie Pippen,
base,75,,false,,Jimmy Butler,
base,33,,false,,Luol Deng,
base,292,,false,,Tony Snell,
base,117,,false,,Carlos Boozer,
base,12,,false,,Taj Gibson,
base,213,,false,,Ron Harper,
base,259,,false,,B.J. Armstrong,
base,54,,false,,Joakim Noah,
base,212,,false,,Oscar Robertson,
base,179,,false,,Anderson Varejao,
base,275,,false,,Carrick Felix,
base,137,,false,,Kyrie Irving,
base,271,,false,,Anthony Bennett,
base,158,,false,,Andrew Bynum,
base,116,,false,,Tristan Thompson,
base,195,,false,,C.J. Miles,
base,95,,false,,Dion Waiters,
base,74,,false,,Tyler Zeller,
auto-autographs-finite-prizm,A-JS,,true,,Joe Sakic,
base,224,,false,,Calvin Pickard,
base,225,,false,,Michael Sgarbossa,
base,226,,false,,Patrick Bordeleau,
insert-immortalized,I-20,,false,,Ray Bourque,
insert-immortalized,I-5,,false,,Joe Sakic,
base,134,,false,,Ryan O'Reilly,
base,133,,false,,Matt Duchene,
base,132,,false,,Erik Johnson,
base,131,,false,,Semyon Varlamov,
base,130,,false,,Milan Hejduk,
base,129,,false,,Gabriel Landeskog,
auto-rookie-autographs,A-2P,,true,,Calvin Pickard,
auto-autographs-finite-prizm,A-TB,,true,,Tyson Barrie,
auto-autographs-finite-prizm,A-SE,,true,,Stefan Elliott,
auto-autographs-finite-prizm,A-MH,,true,,Matt Hunwick,
auto-autographs-finite-prizm,A-JG,,true,,Jean-Sebastien Giguere,
auto-autographs,A-GL,,true,,Gabriel Landeskog,
auto-autographs,A-JG,,true,,Jean-Sebastien Giguere,
auto-autographs,A-JS,,true,,Joe Sakic,
auto-autographs,A-MH,,true,,Matt Hunwick,
auto-autographs-finite-prizm,A-GL,,true,,Gabriel Landeskog,
insert-pivotal-players,PP-7,,false,,Gabriel Landeskog,
auto-autographs,A-SE,,true,,Stefan Elliott,
auto-autographs,A-TB,,true,,Tyson Barrie,
base,228,,false,,Sean Collins,
auto-autographs-finite-prizm,A-DP,,true,,Dalton Prout,
base,227,,false,,Jonathan Audy-Marchessault,
auto-rookie-autographs,A-AM,,true,,Jonathan Audy-Marchessault,
auto-autographs,A-AY,,true,,Allen York,
insert-net-defenders,ND-7,,false,,Sergei Bobrovsky,
insert-pivotal-players,PP-8,,false,,Marian Gaborik,
auto-autographs,A-GF,,true,,Cody Goloubef,
auto-autographs,A-SB,,true,,Sergei Bobrovsky,
auto-autographs,A-DP,,true,,Dalton Prout,
base,22,,false,,Sergei Bobrovsky,
base,26,,false,,Brandon Dubinsky,
auto-autographs-finite-prizm,A-GF,,true,,Cody Goloubef,
base,25,,false,,Ryan Johansen,
base,24,,false,,R.J. Umberger,
auto-autographs-finite-prizm,A-SB,,true,,Sergei Bobrovsky,
base,21,,false,,Jack Johnson,
auto-autographs-finite-prizm,A-AY,,true,,Allen York,
base,23,,false,,Marian Gaborik,
base,157,,false,,Jae Crowder,
base,278,,false,,Ricky Ledo,
base,279,,false,,Shane Larkin,
base,255,,false,,Jason Kidd,
base,199,,false,,Shawn Marion,
base,297,,false,,Gal Mekel,
base,53,,false,,Dirk Nowitzki,
base,178,,false,,Vince Carter,
base,32,,false,,Samuel Dalembert,
base,11,,false,,Monta Ellis,
auto-autographs-finite-prizm,A-JB,,true,,Jamie Benn,
base,233,,false,,Jamie Oleksiak,
base,232,,false,,Jack Campbell,
auto-autographs-finite-prizm,A-HY,,true,,Rich Peverley,
auto-autographs,A-JB,,true,,Jamie Benn,
base,231,,false,,Cristopher Nilstorp,
auto-rookie-autographs,A-OK,,true,,Jamie Oleksiak,
base,230,,false,,Antoine Roussel,
auto-rookie-autographs,A-AR,,true,,Antoine Roussel,
auto-rookie-autographs,A-JC,,true,,Jack Campbell,
auto-autographs-finite-prizm,A-SG,,true,,Scott Glennie,
auto-autographs-finite-prizm,A-TS,,true,,Tyler Seguin,
auto-rookie-autographs,A-AC,,true,,Alex Chiasson,
base,135,,false,,Jamie Benn,
auto-autographs,A-SG,,true,,Scott Glennie,
base,136,,false,,Erik Cole,
insert-immortalized,I-9,,false,,Brett Hull,
base,137,,false,,Kari Lehtonen,
base,138,,false,,Alex Goligoski,
base,139,,false,,Ray Whitney,
base,229,,false,,Alex Chiasson,
insert-pivotal-players,PP-9,,false,,Jamie Benn,
auto-autographs,A-TS,,true,,Tyler Seguin,
auto-autographs,A-HY,,true,,Rich Peverley,
auto-rookie-autographs,A-CN,,true,,Cristopher Nilstorp,
base,31,,false,,J.J. Hickson,
base,10,,false,,Nate Robinson,
base,94,,false,,Kenneth Faried,
base,136,,false,,Andre Miller,
base,73,,false,,Ty Lawson,
base,52,,false,,JaVale McGee,
base,115,,false,,Evan Fournier,
base,93,,false,,Chauncey Billups,
base,135,,false,,Josh Smith,
base,156,,false,,Greg Monroe,
base,114,,false,,Rodney Stuckey,
base,177,,false,,Brandon Jennings,
base,198,,false,,Andre Drummond,
base,216,,false,,Joe Dumars,
base,236,,false,,Isiah Thomas,
base,245,,false,,Grant Hill,
base,273,,false,,Tony Mitchell,
base,284,,false,,Kentavious Caldwell-Pope,
base,289,,false,,Peyton Siva,
auto-autographs-finite-prizm,A-GH,,true,,Gordie Howe,
base,31,,false,,Johan Franzen,
auto-rookie-autographs,A-EY,,true,,Danny DeKeyser,
auto-autographs,A-PD,,true,,Pavel Datsyuk,
base,30,,false,,Jimmy Howard,
insert-initial-impressions,II-10,,false,,Damien Brunner,
base,32,,false,,Daniel Cleary,
auto-autographs,A-SY,,true,,Steve Yzerman,
auto-rookie-autographs,A-PM,,true,,Petr Mrazek,
insert-immortalized,I-13,,false,,Gordie Howe,
base,234,,false,,Brian Lashoff,
insert-immortalized,I-2,,false,,Steve Yzerman,
insert-endless-impressions,EI-15,,false,,Steve Yzerman,
insert-endless-impressions,EI-1,,false,,Gordie Howe,
auto-autographs,A-JG,,true,,Jonas Gustavsson,
auto-autographs,A-JF,,true,,Johan Franzen,
base,235,,false,,Damien Brunner,
auto-autographs-finite-prizm,A-SY,,true,,Steve Yzerman,
base,28,,false,,Pavel Datsyuk,
base,33,,false,,Jakub Kindl,
auto-autographs-finite-prizm,A-RS,,true,,Riley Sheahan,
base,29,,false,,Niklas Kronwall,
insert-pivotal-players,PP-10,,false,,Henrik Zetterberg,
auto-autographs-finite-prizm,A-JF,,true,,Johan Franzen,
base,236,,false,,Danny DeKeyser,
auto-autographs,A-GH,,true,,Gordie Howe,
auto-autographs-finite-prizm,A-JG,,true,,Jonas Gustavsson,
auto-rookie-autographs,A-BL,,true,,Brian Lashoff,
auto-autographs,A-RS,,true,,Riley Sheahan,
base,27,,false,,Henrik Zetterberg,
insert-net-defenders,ND-8,,false,,Jimmy Howard,
base,237,,false,,Petr Mrazek,
auto-autographs-finite-prizm,A-PD,,true,,Pavel Datsyuk,
base,142,,false,,Jordan Eberle,
auto-autographs,A-BR,,true,,Bill Ranford,
base,238,,false,,Justin Schultz,
auto-autographs-finite-prizm,A-NH,,true,,Ryan Nugent-Hopkins,
base,239,,false,,Mark Arcobello,
insert-initial-impressions,II-12,,false,,Justin Schultz,
auto-rookie-autographs,A-MA,,true,,Mark Arcobello,
auto-autographs-finite-prizm,A-BR,,true,,Bill Ranford,
base,240,,false,,Nail Yakupov,
insert-pivotal-players,PP-11,,false,,Jordan Eberle,
insert-initial-impressions,II-1,,false,,Nail Yakupov,
auto-autographs,A-SG,,true,,Sam Gagner,
base,147,,false,,Ladislav Smid,
base,146,,false,,Nick Schultz,
base,145,,false,,Ryan Nugent-Hopkins,
auto-autographs,A-RH,,true,,Ryan Hamilton,
base,144,,false,,Ryan Smyth,
base,143,,false,,Devan Dubnyk,
auto-rookie-autographs,A-NY,,true,,Nail Yakupov,
auto-rookie-autographs,A-NZ,,true,,Justin Schultz,
auto-autographs,A-NH,,true,,Ryan Nugent-Hopkins,
base,141,,false,,Sam Gagner,
base,140,,false,,Taylor Hall,
insert-immortalized,I-7,,false,,Mark Messier,
auto-autographs,A-JE,,true,,Jordan Eberle,
auto-autographs-finite-prizm,A-SG,,true,,Sam Gagner,
auto-autographs-finite-prizm,A-JE,,true,,Jordan Eberle,
auto-autographs-finite-prizm,A-RH,,true,,Ryan Hamilton,
base,38,,false,,Kris Versteeg,
auto-rookie-autographs,A-MC,,true,,Michael Caruso,
auto-autographs,A-YK,,true,,Colby Robak,
base,34,,false,,Erik Gudbranson,
base,35,,false,,Jacob Markstrom,
base,36,,false,,Brian Campbell,
base,37,,false,,Ed Jovanovski,
auto-autographs-finite-prizm,A-EO,,true,,Jose Theodore,
auto-rookie-autographs,A-JH,,true,,Jonathan Huberdeau,
auto-autographs-finite-prizm,A-HJ,,true,,Hugh Jessiman,
auto-autographs,A-HJ,,true,,Hugh Jessiman,
auto-rookie-autographs,A-QH,,true,,Quinton Howden,
auto-autographs,A-EO,,true,,Jose Theodore,
auto-rookie-autographs,A-DS,,true,,Drew Shore,
base,245,,false,,Quinton Howden,
base,244,,false,,Nick Bjugstad,
base,243,,false,,Jonathan Huberdeau,
base,242,,false,,Drew Shore,
base,241,,false,,Alex Petrovic,
auto-rookie-autographs,A-BJ,,true,,Nick Bjugstad,
auto-autographs-finite-prizm,A-YK,,true,,Colby Robak,
insert-initial-impressions,II-2,,false,,Jonathan Huberdeau,
insert-pivotal-players,PP-12,,false,,Jonathan Huberdeau,
base,9,,false,,Harrison Barnes,
base,176,,false,,Stephen Curry,
base,30,,false,,Draymond Green,
base,197,,false,,Klay Thompson,
base,72,,false,,Andre Iguodala,
base,51,,false,,David Lee,
base,256,,false,,Chris Mullin,
base,126,,false,,Ronnie Brewer,
base,131,,false,,Marcus Camby,
base,71,,false,,Jeremy Lin,
base,155,,false,,Aaron Brooks,
base,38,,false,,Tracy McGrady,
base,113,,false,,Dwight Howard,
base,227,,false,,Robert Horry,
base,209,,false,,Yao Ming,
base,92,,false,,James Harden,
base,274,,false,,Isaiah Canaan,
base,254,,false,,Hakeem Olajuwon,
base,110,,false,,Francisco Garcia,
base,134,,false,,Chandler Parsons,
base,133,,false,,George Hill,
base,8,,false,,Paul George,
base,175,,false,,Chris Copeland,
base,154,,false,,David West,
base,277,,false,,Solomon Hill,
base,29,,false,,Lance Stephenson,
base,196,,false,,Roy Hibbert,
base,50,,false,,Danny Granger,
base,28,,false,,Jared Dudley,
base,211,,false,,Norm Nixon,
base,7,,false,,Jamal Crawford,
base,91,,false,,Chris Paul,
base,70,,false,,DeAndre Jordan,
base,258,,false,,Glen Rice,
base,49,,false,,J.J. Redick,
base,270,,false,,Reggie Bullock,
base,112,,false,,Blake Griffin,
base,111,,false,,Ryan Hollins,
base,151,,false,,Drew Doughty,
insert-initial-impressions,II-8,,false,,Tyler Toffoli,
auto-autographs-finite-prizm,A-DC,,true,,Daniel Carcillo,
auto-rookie-autographs,A-TT,,true,,Tyler Toffoli,
base,152,,false,,Mike Richards,
insert-net-defenders,ND-15,,false,,Jonathan Quick,
auto-autographs-finite-prizm,A-JQ,,true,,Jonathan Quick,
auto-autographs,A-DC,,true,,Daniel Carcillo,
base,153,,false,,Jeff Carter,
base,154,,false,,Slava Voynov,
insert-immortalized,I-16,,false,,Jonathan Quick,
auto-autographs,A-JQ,,true,,Jonathan Quick,
base,246,,false,,Tyler Toffoli,
auto-autographs,A-JN,,true,,Jordan Nolan,
insert-endless-impressions,EI-6,,false,,Marcel Dionne,
auto-autographs-finite-prizm,A-JN,,true,,Jordan Nolan,
insert-pivotal-players,PP-13,,false,,Jeff Carter,
base,148,,false,,Jonathan Quick,
base,149,,false,,Dustin Brown,
base,150,,false,,Anze Kopitar,
base,257,,false,,Wilt Chamberlain,
base,43,,false,,Pau Gasol,
base,225,,false,,Nick Van Exel,
base,252,,false,,James Worthy,
base,242,,false,,Magic Johnson,
base,280,,false,,Ryan Kelly,
base,204,,false,,Shaquille O'Neal,
base,231,,false,,Kareem Abdul-Jabbar,
base,239,,false,,Jerry West,
base,64,,false,,Steve Blake,
base,85,,false,,Steve Nash,
base,210,,false,,Rick Fox,
base,215,,false,,Gary Payton,
base,1,,false,,Kobe Bryant,
base,106,,false,,Robert Sacre,
base,22,,false,,Nick Young,
base,127,,false,,Marc Gasol,
base,148,,false,,Mike Conley,
base,169,,false,,Tayshaun Prince,
base,173,,false,,Mike Miller,
base,190,,false,,Tony Allen,
base,269,,false,,Jamaal Franklin,
base,2,,false,,Zach Randolph,
base,246,,false,,Tim Hardaway,
base,65,,false,,LeBron James,
base,86,,false,,Norris Cole,
base,44,,false,,Dwyane Wade,
base,107,,false,,Shane Battier,
base,149,,false,,Ray Allen,
base,128,,false,,Udonis Haslem,
base,23,,false,,Chris Bosh,
base,24,,false,,Ersan Ilyasova,
base,268,,false,,Nate Wolters,
base,45,,false,,O.J. Mayo,
base,290,,false,,Giannis Antetokounmpo,
base,249,,false,,Lucius Allen,
base,166,,false,,Caron Butler,
base,170,,false,,Brandon Knight,
base,3,,false,,Larry Sanders,
base,66,,false,,John Henson,
base,191,,false,,Carlos Delfino,
base,192,,false,,Corey Brewer,
base,108,,false,,Kevin Martin,
base,171,,false,,Chase Budinger,
base,129,,false,,Ricky Rubio,
base,87,,false,,Kevin Love,
base,294,,false,,Gorgui Dieng,
base,150,,false,,Alexey Shved,
base,261,,false,,Shabazz Muhammad,
auto-rookie-autographs,A-UE,,true,,Darcy Kuemper,
base,248,,false,,Darcy Kuemper,
auto-autographs,A-CU,,true,,Tyler Cuma,
auto-autographs,A-BB,,true,,Brett Bulmer,
base,247,,false,,Charlie Coyle,
insert-net-defenders,ND-3,,false,,Niklas Backstrom,
auto-autographs-finite-prizm,A-CU,,true,,Tyler Cuma,
auto-autographs,A-ZP,,true,,Zach Parise,
auto-rookie-autographs,A-JO,,true,,Jonas Brodin,
auto-autographs-finite-prizm,A-ZP,,true,,Zach Parise,
auto-autographs-finite-prizm,A-BB,,true,,Brett Bulmer,
insert-pivotal-players,PP-14,,false,,Zach Parise,
base,162,,false,,Jason Pominville,
base,161,,false,,Josh Harding,
base,160,,false,,Dany Heatley,
base,159,,false,,Ryan Suter,
base,158,,false,,Niklas Backstrom,
base,157,,false,,Jared Spurgeon,
base,156,,false,,Zach Parise,
base,155,,false,,Mikko Koivu,
auto-rookie-autographs,A-MG,,true,,Mikael Granlund,
base,250,,false,,Mikael Granlund,
auto-autographs-finite-prizm,A-KF,,true,,Kris Foucault,
auto-rookie-autographs,A-OY,,true,,Charlie Coyle,
base,249,,false,,Jonas Brodin,
auto-autographs,A-KF,,true,,Kris Foucault,
base,265,,false,,Christian Thomas,
insert-net-defenders,ND-9,,false,,Carey Price,
insert-initial-impressions,II-15,,false,,Brendan Gallagher,
auto-rookie-autographs,A-TI,,true,,Jarred Tinordi,
auto-autographs,A-PS,,true,,P.K. Subban,
auto-autographs,A-RB,,true,,Rene Bourque,
auto-autographs,A-JB,,true,,Jean Beliveau,
insert-endless-impressions,EI-9,,false,,Patrick Roy,
insert-immortalized,I-6,,false,,Patrick Roy,
auto-rookie-autographs,A-NB,,true,,Nathan Beaulieu,
base,45,,false,,David Desharnais,
auto-autographs-finite-prizm,A-JB,,true,,Jean Beliveau,
base,44,,false,,Andrei Markov,
base,43,,false,,Tomas Plekanec,
base,42,,false,,Brian Gionta,
base,41,,false,,Carey Price,
auto-rookie-autographs,A-GA,,true,,Brendan Gallagher,
insert-immortalized,I-15,,false,,Larry Robinson,
auto-rookie-autographs,A-CT,,true,,Christian Thomas,
auto-autographs-finite-prizm,A-PR,,true,,Patrick Roy,
base,40,,false,,P.K. Subban,
auto-rookie-autographs,A-AG,,true,,Alex Galchenyuk,
auto-autographs,A-CP,,true,,Carey Price,
base,251,,false,,Alex Galchenyuk,
base,252,,false,,Brendan Gallagher,
base,253,,false,,Jarred Tinordi,
base,254,,false,,Nathan Beaulieu,
insert-endless-impressions,EI-11,,false,,Guy Lafleur,
base,39,,false,,Max Pacioretty,
auto-autographs,A-CC,,true,,Chris Chelios,
auto-autographs,A-PR,,true,,Patrick Roy,
auto-autographs-finite-prizm,A-CP,,true,,Carey Price,
auto-autographs-finite-prizm,A-PS,,true,,P.K. Subban,
auto-autographs-finite-prizm,A-CC,,true,,Chris Chelios,
auto-autographs-finite-prizm,A-RB,,true,,Rene Bourque,
insert-pivotal-players,PP-15,,false,,P.K. Subban,
insert-initial-impressions,II-4,,false,,Alex Galchenyuk,
base,257,,false,,Joonas Rask,
auto-autographs-finite-prizm,A-RJ,,true,,Roman Josi,
base,256,,false,,Filip Forsberg,
base,255,,false,,Austin Watson,
auto-rookie-autographs,A-AW,,true,,Austin Watson,
auto-rookie-autographs,A-FF,,true,,Filip Forsberg,
auto-rookie-autographs,A-VB,,true,,Victor Bartley,
auto-autographs,A-SW,,true,,Shea Weber,
insert-pivotal-players,PP-16,,false,,Shea Weber,
auto-autographs,A-RJ,,true,,Roman Josi,
base,163,,false,,Shea Weber,
auto-rookie-autographs,A-TB,,true,,Taylor Beck,
base,164,,false,,Pekka Rinne,
base,165,,false,,David Legwand,
base,166,,false,,Mike Fisher,
base,258,,false,,Taylor Beck,
base,167,,false,,Roman Josi,
insert-net-defenders,ND-19,,false,,Pekka Rinne,
auto-autographs-finite-prizm,A-SW,,true,,Shea Weber,
base,51,,false,,Dainius Zubrus,
base,52,,false,,Adam Larsson,
auto-rookie-autographs,A-HP,,true,,Harri Pesonen,
base,259,,false,,Eric Gelinas,
base,260,,false,,Harri Pesonen,
base,261,,false,,Stefan Matteau,
auto-autographs-finite-prizm,A-CS,,true,,Cory Schneider,
insert-pivotal-players,PP-17,,false,,Martin Brodeur,
insert-net-defenders,ND-14,,false,,Martin Brodeur,
insert-initial-impressions,II-7,,false,,Stefan Matteau,
auto-rookie-autographs,A-U2,,true,,Stefan Matteau,
auto-autographs,A-CS,,true,,Cory Schneider,
insert-immortalized,I-10,,false,,Martin Brodeur,
base,46,,false,,Martin Brodeur,
base,47,,false,,Patrik Elias,
base,48,,false,,Ilya Kovalchuk,
base,49,,false,,Adam Henrique,
base,50,,false,,Travis Zajac,
auto-autographs-finite-prizm,A-JJ,,true,,Jaromir Jagr,
auto-autographs,A-JJ,,true,,Jaromir Jagr,
base,130,,false,,Eric Gordon,
base,109,,false,,Tyreke Evans,
base,25,,false,,Austin Rivers,
base,67,,false,,Jrue Holiday,
base,296,,false,,Jeff Withey,
base,46,,false,,Jason Smith,
base,88,,false,,Ryan Anderson,
base,4,,false,,Anthony Davis,
auto-autographs-finite-prizm,A-BT,,true,,Bryan Trottier,
auto-autographs-finite-prizm,A-JT,,true,,John Tavares,
base,264,,false,,Thomas Hickey,
base,263,,false,,Brock Nelson,
base,262,,false,,Anders Lee,
auto-autographs,A-MM,,true,,Matt Moulson,
