category,cardNumber,parallel,isAuto,printRun,player,rarity
base,BDP8,Gold Refractor,false,50,Ryan Doumit,
base,BDP8,Red Refractor,false,1,Ryan Doumit,
base,BDP8,SuperFractor,false,1,Ryan Doumit,
base,BDP9,Base,false,,J.P. Howell,
base,BDP9,Refractor,false,,J.P. Howell,
base,BDP9,X-Fractor,false,250,J.P. Howell,
base,BDP9,Blue Refractor,false,150,J.P. Howell,
base,BDP9,Gold Refractor,false,50,J.P. Howell,
base,BDP9,Red Refractor,false,1,J.P. Howell,
base,BDP9,SuperFractor,false,1,J.P. Howell,
base,BDP10,Base,false,,Tim Stauffer,
base,BDP10,Refractor,false,,Tim Stauffer,
base,BDP10,X-Fractor,false,250,Tim Stauffer,
base,BDP10,Blue Refractor,false,150,Tim Stauffer,
base,BDP10,Gold Refractor,false,50,Tim Stauffer,
base,BDP10,Red Refractor,false,1,Tim Stauffer,
base,BDP10,SuperFractor,false,1,Tim Stauffer,
base,BDP11,Base,false,,Willy Taveras,
base,BDP11,Refractor,false,,Willy Taveras,
base,BDP11,X-Fractor,false,250,Willy Taveras,
base,BDP11,Blue Refractor,false,150,Willy Taveras,
base,BDP11,Gold Refractor,false,50,Willy Taveras,
base,BDP11,Red Refractor,false,1,Willy Taveras,
base,BDP11,SuperFractor,false,1,Willy Taveras,
base,BDP12,Base,false,,Aaron Hill,
base,BDP12,Refractor,false,,Aaron Hill,
base,BDP12,X-Fractor,false,250,Aaron Hill,
base,BDP12,Blue Refractor,false,150,Aaron Hill,
base,BDP12,Gold Refractor,false,50,Aaron Hill,
base,BDP12,Red Refractor,false,1,Aaron Hill,
base,BDP12,SuperFractor,false,1,Aaron Hill,
base,BDP13,Base,false,,Victor Diaz,
base,BDP13,Refractor,false,,Victor Diaz,
base,BDP13,X-Fractor,false,250,Victor Diaz,
base,BDP13,Blue Refractor,false,150,Victor Diaz,
base,BDP13,Gold Refractor,false,50,Victor Diaz,
base,BDP13,Red Refractor,false,1,Victor Diaz,
base,BDP13,SuperFractor,false,1,Victor Diaz,
base,BDP14,Base,false,,Wilson Betemit,
base,BDP14,Refractor,false,,Wilson Betemit,
base,BDP14,X-Fractor,false,250,Wilson Betemit,
base,BDP14,Blue Refractor,false,150,Wilson Betemit,
base,BDP14,Gold Refractor,false,50,Wilson Betemit,
base,BDP14,Red Refractor,false,1,Wilson Betemit,
base,BDP14,SuperFractor,false,1,Wilson Betemit,
base,BDP15,Base,false,,Ervin Santana,
base,BDP15,Refractor,false,,Ervin Santana,
base,BDP15,X-Fractor,false,250,Ervin Santana,
base,BDP15,Blue Refractor,false,150,Ervin Santana,
base,BDP15,Gold Refractor,false,50,Ervin Santana,
base,BDP15,Red Refractor,false,1,Ervin Santana,
base,BDP15,SuperFractor,false,1,Ervin Santana,
base,BDP16,Base,false,,Mike Morse,
base,BDP16,Refractor,false,,Mike Morse,
base,BDP16,X-Fractor,false,250,Mike Morse,
base,BDP16,Blue Refractor,false,150,Mike Morse,
base,BDP16,Gold Refractor,false,50,Mike Morse,
base,BDP16,Red Refractor,false,1,Mike Morse,
base,BDP16,SuperFractor,false,1,Mike Morse,
base,BDP17,Base,false,,Yadier Molina,
base,BDP17,Refractor,false,,Yadier Molina,
base,BDP17,X-Fractor,false,250,Yadier Molina,
base,BDP17,Blue Refractor,false,150,Yadier Molina,
base,BDP17,Gold Refractor,false,50,Yadier Molina,
base,BDP17,Red Refractor,false,1,Yadier Molina,
base,BDP17,SuperFractor,false,1,Yadier Molina,
base,BDP18,Base,false,,Kelly Johnson,
base,BDP18,Refractor,false,,Kelly Johnson,
base,BDP18,X-Fractor,false,250,Kelly Johnson,
base,BDP18,Blue Refractor,false,150,Kelly Johnson,
base,BDP18,Gold Refractor,false,50,Kelly Johnson,
base,BDP18,Red Refractor,false,1,Kelly Johnson,
base,BDP18,SuperFractor,false,1,Kelly Johnson,
base,BDP19,Base,false,,Clint Barmes,
base,BDP19,Refractor,false,,Clint Barmes,
base,BDP19,X-Fractor,false,250,Clint Barmes,
base,BDP19,Blue Refractor,false,150,Clint Barmes,
base,BDP19,Gold Refractor,false,50,Clint Barmes,
base,BDP19,Red Refractor,false,1,Clint Barmes,
base,BDP19,SuperFractor,false,1,Clint Barmes,
base,BDP20,Base,false,,Robinson Cano,
base,BDP20,Refractor,false,,Robinson Cano,
base,BDP20,X-Fractor,false,250,Robinson Cano,
base,BDP20,Blue Refractor,false,150,Robinson Cano,
base,BDP20,Gold Refractor,false,50,Robinson Cano,
base,BDP20,Red Refractor,false,1,Robinson Cano,
base,BDP20,SuperFractor,false,1,Robinson Cano,
base,BDP21,Base,false,,Brad Thompson,
base,BDP21,Refractor,false,,Brad Thompson,
base,BDP21,X-Fractor,false,250,Brad Thompson,
base,BDP21,Blue Refractor,false,150,Brad Thompson,
base,BDP21,Gold Refractor,false,50,Brad Thompson,
base,BDP21,Red Refractor,false,1,Brad Thompson,
base,BDP21,SuperFractor,false,1,Brad Thompson,
base,BDP22,Base,false,,Jorge Cantu,
base,BDP22,Refractor,false,,Jorge Cantu,
base,BDP22,X-Fractor,false,250,Jorge Cantu,
base,BDP22,Blue Refractor,false,150,Jorge Cantu,
base,BDP22,Gold Refractor,false,50,Jorge Cantu,
base,BDP22,Red Refractor,false,1,Jorge Cantu,
base,BDP22,SuperFractor,false,1,Jorge Cantu,
base,BDP23,Base,false,,Brad Halsey,
base,BDP23,Refractor,false,,Brad Halsey,
base,BDP23,X-Fractor,false,250,Brad Halsey,
base,BDP23,Blue Refractor,false,150,Brad Halsey,
base,BDP23,Gold Refractor,false,50,Brad Halsey,
base,BDP23,Red Refractor,false,1,Brad Halsey,
base,BDP23,SuperFractor,false,1,Brad Halsey,
base,BDP24,Base,false,,Lance Niekro,
base,BDP24,Refractor,false,,Lance Niekro,
base,BDP24,X-Fractor,false,250,Lance Niekro,
base,BDP24,Blue Refractor,false,150,Lance Niekro,
base,BDP24,Gold Refractor,false,50,Lance Niekro,
base,BDP24,Red Refractor,false,1,Lance Niekro,
base,BDP24,SuperFractor,false,1,Lance Niekro,
base,BDP25,Base,false,,D.J. Houlton,
base,BDP25,Refractor,false,,D.J. Houlton,
base,BDP25,X-Fractor,false,250,D.J. Houlton,
base,BDP25,Blue Refractor,false,150,D.J. Houlton,
base,BDP25,Gold Refractor,false,50,D.J. Houlton,
base,BDP25,Red Refractor,false,1,D.J. Houlton,
base,BDP25,SuperFractor,false,1,D.J. Houlton,
base,BDP26,Base,false,,Ryan Church,
base,BDP26,Refractor,false,,Ryan Church,
base,BDP26,X-Fractor,false,250,Ryan Church,
base,BDP26,Blue Refractor,false,150,Ryan Church,
base,BDP26,Gold Refractor,false,50,Ryan Church,
base,BDP26,Red Refractor,false,1,Ryan Church,
base,BDP26,SuperFractor,false,1,Ryan Church,
base,BDP27,Base,false,,Hayden Penn,
base,BDP27,Refractor,false,,Hayden Penn,
base,BDP27,X-Fractor,false,250,Hayden Penn,
base,BDP27,Blue Refractor,false,150,Hayden Penn,
base,BDP27,Gold Refractor,false,50,Hayden Penn,
base,BDP27,Red Refractor,false,1,Hayden Penn,
base,BDP27,SuperFractor,false,1,Hayden Penn,
base,BDP28,Base,false,,Chris Young,
base,BDP28,Refractor,false,,Chris Young,
base,BDP28,X-Fractor,false,250,Chris Young,
base,BDP28,Blue Refractor,false,150,Chris Young,
base,BDP28,Gold Refractor,false,50,Chris Young,
base,BDP28,Red Refractor,false,1,Chris Young,
base,BDP28,SuperFractor,false,1,Chris Young,
base,BDP29,Base,false,,Chad Orvella RC,
base,BDP29,Refractor,false,,Chad Orvella RC,
base,BDP29,X-Fractor,false,250,Chad Orvella RC,
base,BDP29,Blue Refractor,false,150,Chad Orvella RC,
base,BDP29,Gold Refractor,false,50,Chad Orvella RC,
base,BDP29,Red Refractor,false,1,Chad Orvella RC,
base,BDP29,SuperFractor,false,1,Chad Orvella RC,
base,BDP30,Base,false,,Mark Teahen,
base,BDP30,Refractor,false,,Mark Teahen,
base,BDP30,X-Fractor,false,250,Mark Teahen,
base,BDP30,Blue Refractor,false,150,Mark Teahen,
base,BDP30,Gold Refractor,false,50,Mark Teahen,
base,BDP30,Red Refractor,false,1,Mark Teahen,
base,BDP30,SuperFractor,false,1,Mark Teahen,
base,BDP31,Base,false,,Mark McCormick RC,
base,BDP31,Refractor,false,,Mark McCormick RC,
base,BDP31,X-Fractor,false,250,Mark McCormick RC,
base,BDP31,Blue Refractor,false,150,Mark McCormick RC,
base,BDP31,Gold Refractor,false,50,Mark McCormick RC,
base,BDP31,Red Refractor,false,1,Mark McCormick RC,
base,BDP31,SuperFractor,false,1,Mark McCormick RC,
base,BDP32,Base,false,,Jay Bruce RC,
base,BDP32,Refractor,false,,Jay Bruce RC,
base,BDP32,X-Fractor,false,250,Jay Bruce RC,
base,BDP32,Blue Refractor,false,150,Jay Bruce RC,
base,BDP32,Gold Refractor,false,50,Jay Bruce RC,
base,BDP32,Red Refractor,false,1,Jay Bruce RC,
base,BDP32,SuperFractor,false,1,Jay Bruce RC,
base,BDP33,Base,false,,Beau Jones RC,
base,BDP33,Refractor,false,,Beau Jones RC,
base,BDP33,X-Fractor,false,250,Beau Jones RC,
base,BDP33,Blue Refractor,false,150,Beau Jones RC,
base,BDP33,Gold Refractor,false,50,Beau Jones RC,
base,BDP33,Red Refractor,false,1,Beau Jones RC,
base,BDP33,SuperFractor,false,1,Beau Jones RC,
base,BDP34,Base,false,,Tyler Greene RC,
base,BDP34,Refractor,false,,Tyler Greene RC,
base,BDP34,X-Fractor,false,250,Tyler Greene RC,
base,BDP34,Blue Refractor,false,150,Tyler Greene RC,
base,BDP34,Gold Refractor,false,50,Tyler Greene RC,
base,BDP34,Red Refractor,false,1,Tyler Greene RC,
base,BDP34,SuperFractor,false,1,Tyler Greene RC,
base,BDP35,Base,false,,Zach Ward RC,
base,BDP35,Refractor,false,,Zach Ward RC,
base,BDP35,X-Fractor,false,250,Zach Ward RC,
base,BDP35,Blue Refractor,false,150,Zach Ward RC,
base,BDP35,Gold Refractor,false,50,Zach Ward RC,
base,BDP35,Red Refractor,false,1,Zach Ward RC,
base,BDP35,SuperFractor,false,1,Zach Ward RC,
base,BDP36,Base,false,,Josh Bell RC,
base,BDP36,Refractor,false,,Josh Bell RC,
base,BDP36,X-Fractor,false,250,Josh Bell RC,
base,BDP36,Blue Refractor,false,150,Josh Bell RC,
base,BDP36,Gold Refractor,false,50,Josh Bell RC,
base,BDP36,Red Refractor,false,1,Josh Bell RC,
base,BDP36,SuperFractor,false,1,Josh Bell RC,
base,BDP37,Base,false,,Josh Wall RC,
base,BDP37,Refractor,false,,Josh Wall RC,
base,BDP37,X-Fractor,false,250,Josh Wall RC,
base,BDP37,Blue Refractor,false,150,Josh Wall RC,
base,BDP37,Gold Refractor,false,50,Josh Wall RC,
base,BDP37,Red Refractor,false,1,Josh Wall RC,
base,BDP37,SuperFractor,false,1,Josh Wall RC,
base,BDP38,Base,false,,Nick Webber RC,
base,BDP38,Refractor,false,,Nick Webber RC,
base,BDP38,X-Fractor,false,250,Nick Webber RC,
base,BDP38,Blue Refractor,false,150,Nick Webber RC,
base,BDP38,Gold Refractor,false,50,Nick Webber RC,
base,BDP38,Red Refractor,false,1,Nick Webber RC,
base,BDP38,SuperFractor,false,1,Nick Webber RC,
base,BDP39,Base,false,,Travis Buck RC,
base,BDP39,Refractor,false,,Travis Buck RC,
base,BDP39,X-Fractor,false,250,Travis Buck RC,
base,BDP39,Blue Refractor,false,150,Travis Buck RC,
base,BDP39,Gold Refractor,false,50,Travis Buck RC,
base,BDP39,Red Refractor,false,1,Travis Buck RC,
base,BDP39,SuperFractor,false,1,Travis Buck RC,
base,BDP40,Base,false,,Kyle Winters RC,
base,BDP40,Refractor,false,,Kyle Winters RC,
base,BDP40,X-Fractor,false,250,Kyle Winters RC,
base,BDP40,Blue Refractor,false,150,Kyle Winters RC,
base,BDP40,Gold Refractor,false,50,Kyle Winters RC,
base,BDP40,Red Refractor,false,1,Kyle Winters RC,
base,BDP40,SuperFractor,false,1,Kyle Winters RC,
base,BDP41,Base,false,,Mitch Boggs RC,
base,BDP41,Refractor,false,,Mitch Boggs RC,
base,BDP41,X-Fractor,false,250,Mitch Boggs RC,
base,BDP41,Blue Refractor,false,150,Mitch Boggs RC,
base,BDP41,Gold Refractor,false,50,Mitch Boggs RC,
base,BDP41,Red Refractor,false,1,Mitch Boggs RC,
base,BDP41,SuperFractor,false,1,Mitch Boggs RC,
base,BDP42,Base,false,,Tommy Mendoza RC,
base,BDP42,Refractor,false,,Tommy Mendoza RC,
base,BDP42,X-Fractor,false,250,Tommy Mendoza RC,
base,BDP42,Blue Refractor,false,150,Tommy Mendoza RC,
base,BDP42,Gold Refractor,false,50,Tommy Mendoza RC,
base,BDP42,Red Refractor,false,1,Tommy Mendoza RC,
base,BDP42,SuperFractor,false,1,Tommy Mendoza RC,
base,BDP43,Base,false,,Brad Corley RC,
base,BDP43,Refractor,false,,Brad Corley RC,
base,BDP43,X-Fractor,false,250,Brad Corley RC,
base,BDP43,Blue Refractor,false,150,Brad Corley RC,
base,BDP43,Gold Refractor,false,50,Brad Corley RC,
base,BDP43,Red Refractor,false,1,Brad Corley RC,
base,BDP43,SuperFractor,false,1,Brad Corley RC,
base,BDP44,Base,false,,Drew Butera RC,
base,BDP44,Refractor,false,,Drew Butera RC,
base,BDP44,X-Fractor,false,250,Drew Butera RC,
base,BDP44,Blue Refractor,false,150,Drew Butera RC,
base,BDP44,Gold Refractor,false,50,Drew Butera RC,
base,BDP44,Red Refractor,false,1,Drew Butera RC,
base,BDP44,SuperFractor,false,1,Drew Butera RC,
base,BDP45,Base,false,,Ryan Mount RC,
base,BDP45,Refractor,false,,Ryan Mount RC,
base,BDP45,X-Fractor,false,250,Ryan Mount RC,
base,BDP45,Blue Refractor,false,150,Ryan Mount RC,
base,BDP45,Gold Refractor,false,50,Ryan Mount RC,
base,BDP45,Red Refractor,false,1,Ryan Mount RC,
base,BDP45,SuperFractor,false,1,Ryan Mount RC,
base,BDP46,Base,false,,Tyler Herron RC,
base,BDP46,Refractor,false,,Tyler Herron RC,
base,BDP46,X-Fractor,false,250,Tyler Herron RC,
base,BDP46,Blue Refractor,false,150,Tyler Herron RC,
base,BDP46,Gold Refractor,false,50,Tyler Herron RC,
base,BDP46,Red Refractor,false,1,Tyler Herron RC,
base,BDP46,SuperFractor,false,1,Tyler Herron RC,
base,BDP47,Base,false,,Nick Weglarz RC,
base,BDP47,Refractor,false,,Nick Weglarz RC,
base,BDP47,X-Fractor,false,250,Nick Weglarz RC,
base,BDP47,Blue Refractor,false,150,Nick Weglarz RC,
base,BDP47,Gold Refractor,false,50,Nick Weglarz RC,
base,BDP47,Red Refractor,false,1,Nick Weglarz RC,
base,BDP47,SuperFractor,false,1,Nick Weglarz RC,
base,BDP48,Base,false,,Brandon Erbe RC,
base,BDP48,Refractor,false,,Brandon Erbe RC,
base,BDP48,X-Fractor,false,250,Brandon Erbe RC,
base,BDP48,Blue Refractor,false,150,Brandon Erbe RC,
base,BDP48,Gold Refractor,false,50,Brandon Erbe RC,
base,BDP48,Red Refractor,false,1,Brandon Erbe RC,
base,BDP48,SuperFractor,false,1,Brandon Erbe RC,
base,BDP49,Base,false,,Cody Allen RC,
base,BDP49,Refractor,false,,Cody Allen RC,
base,BDP49,X-Fractor,false,250,Cody Allen RC,
base,BDP49,Blue Refractor,false,150,Cody Allen RC,
base,BDP49,Gold Refractor,false,50,Cody Allen RC,
base,BDP49,Red Refractor,false,1,Cody Allen RC,
base,BDP49,SuperFractor,false,1,Cody Allen RC,
base,BDP50,Base,false,,Eric Fowler RC,
base,BDP50,Refractor,false,,Eric Fowler RC,
base,BDP50,X-Fractor,false,250,Eric Fowler RC,
base,BDP50,Blue Refractor,false,150,Eric Fowler RC,
base,BDP50,Gold Refractor,false,50,Eric Fowler RC,
base,BDP50,Red Refractor,false,1,Eric Fowler RC,
base,BDP50,SuperFractor,false,1,Eric Fowler RC,
base,BDP51,Base,false,,James Boone RC,
base,BDP51,Refractor,false,,James Boone RC,
base,BDP51,X-Fractor,false,250,James Boone RC,
base,BDP51,Blue Refractor,false,150,James Boone RC,
base,BDP51,Gold Refractor,false,50,James Boone RC,
base,BDP51,Red Refractor,false,1,James Boone RC,
base,BDP51,SuperFractor,false,1,James Boone RC,
base,BDP52,Base,false,,Josh Flores RC,
base,BDP52,Refractor,false,,Josh Flores RC,
base,BDP52,X-Fractor,false,250,Josh Flores RC,
base,BDP52,Blue Refractor,false,150,Josh Flores RC,
base,BDP52,Gold Refractor,false,50,Josh Flores RC,
base,BDP52,Red Refractor,false,1,Josh Flores RC,
base,BDP52,SuperFractor,false,1,Josh Flores RC,
base,BDP53,Base,false,,Brandon Monk RC,
base,BDP53,Refractor,false,,Brandon Monk RC,
base,BDP53,X-Fractor,false,250,Brandon Monk RC,
base,BDP53,Blue Refractor,false,150,Brandon Monk RC,
base,BDP53,Gold Refractor,false,50,Brandon Monk RC,
base,BDP53,Red Refractor,false,1,Brandon Monk RC,
base,BDP53,SuperFractor,false,1,Brandon Monk RC,
base,BDP54,Base,false,,Kieron Pope RC,
base,BDP54,Refractor,false,,Kieron Pope RC,
base,BDP54,X-Fractor,false,250,Kieron Pope RC,
base,BDP54,Blue Refractor,false,150,Kieron Pope RC,
base,BDP54,Gold Refractor,false,50,Kieron Pope RC,
base,BDP54,Red Refractor,false,1,Kieron Pope RC,
base,BDP54,SuperFractor,false,1,Kieron Pope RC,
base,BDP55,Base,false,,Kyle Cofield RC,
base,BDP55,Refractor,false,,Kyle Cofield RC,
base,BDP55,X-Fractor,false,250,Kyle Cofield RC,
base,BDP55,Blue Refractor,false,150,Kyle Cofield RC,
base,BDP55,Gold Refractor,false,50,Kyle Cofield RC,
base,BDP55,Red Refractor,false,1,Kyle Cofield RC,
base,BDP55,SuperFractor,false,1,Kyle Cofield RC,
base,BDP56,Base,false,,Brent Lillibridge RC,
base,BDP56,Refractor,false,,Brent Lillibridge RC,
base,BDP56,X-Fractor,false,250,Brent Lillibridge RC,
base,BDP56,Blue Refractor,false,150,Brent Lillibridge RC,
base,BDP56,Gold Refractor,false,50,Brent Lillibridge RC,
base,BDP56,Red Refractor,false,1,Brent Lillibridge RC,
base,BDP56,SuperFractor,false,1,Brent Lillibridge RC,
base,BDP57,Base,false,,Daryl Jones RC,
base,BDP57,Refractor,false,,Daryl Jones RC,
base,BDP57,X-Fractor,false,250,Daryl Jones RC,
base,BDP57,Blue Refractor,false,150,Daryl Jones RC,
base,BDP57,Gold Refractor,false,50,Daryl Jones RC,
base,BDP57,Red Refractor,false,1,Daryl Jones RC,
base,BDP57,SuperFractor,false,1,Daryl Jones RC,
base,BDP58,Base,false,,Eli Iorg RC,
base,BDP58,Refractor,false,,Eli Iorg RC,
base,BDP58,X-Fractor,false,250,Eli Iorg RC,
base,BDP58,Blue Refractor,false,150,Eli Iorg RC,
base,BDP58,Gold Refractor,false,50,Eli Iorg RC,
base,BDP58,Red Refractor,false,1,Eli Iorg RC,
base,BDP58,SuperFractor,false,1,Eli Iorg RC,
base,BDP59,Base,false,,Brett Hayes RC,
base,BDP59,Refractor,false,,Brett Hayes RC,
base,BDP59,X-Fractor,false,250,Brett Hayes RC,
base,BDP59,Blue Refractor,false,150,Brett Hayes RC,
base,BDP59,Gold Refractor,false,50,Brett Hayes RC,
base,BDP59,Red Refractor,false,1,Brett Hayes RC,
base,BDP59,SuperFractor,false,1,Brett Hayes RC,
base,BDP60,Base,false,,Mike Durant RC,
base,BDP60,Refractor,false,,Mike Durant RC,
base,BDP60,X-Fractor,false,250,Mike Durant RC,
base,BDP60,Blue Refractor,false,150,Mike Durant RC,
base,BDP60,Gold Refractor,false,50,Mike Durant RC,
base,BDP60,Red Refractor,false,1,Mike Durant RC,
base,BDP60,SuperFractor,false,1,Mike Durant RC,
base,BDP61,Base,false,,Michael Bowden RC,
base,BDP61,Refractor,false,,Michael Bowden RC,
base,BDP61,X-Fractor,false,250,Michael Bowden RC,
base,BDP61,Blue Refractor,false,150,Michael Bowden RC,
base,BDP61,Gold Refractor,false,50,Michael Bowden RC,
base,BDP61,Red Refractor,false,1,Michael Bowden RC,
base,BDP61,SuperFractor,false,1,Michael Bowden RC,
base,BDP62,Base,false,,Paul Kelly RC,
base,BDP62,Refractor,false,,Paul Kelly RC,
base,BDP62,X-Fractor,false,250,Paul Kelly RC,
base,BDP62,Blue Refractor,false,150,Paul Kelly RC,
base,BDP62,Gold Refractor,false,50,Paul Kelly RC,
base,BDP62,Red Refractor,false,1,Paul Kelly RC,
base,BDP62,SuperFractor,false,1,Paul Kelly RC,
base,BDP63,Base,false,,Andrew McCutchen RC,
base,BDP63,Refractor,false,,Andrew McCutchen RC,
base,BDP63,X-Fractor,false,250,Andrew McCutchen RC,
base,BDP63,Blue Refractor,false,150,Andrew McCutchen RC,
base,BDP63,Gold Refractor,false,50,Andrew McCutchen RC,
base,BDP63,Red Refractor,false,1,Andrew McCutchen RC,
base,BDP63,SuperFractor,false,1,Andrew McCutchen RC,
base,BDP64,Base,false,,Travis Wood RC,
base,BDP64,Refractor,false,,Travis Wood RC,
base,BDP64,X-Fractor,false,250,Travis Wood RC,
base,BDP64,Blue Refractor,false,150,Travis Wood RC,
base,BDP64,Gold Refractor,false,50,Travis Wood RC,
base,BDP64,Red Refractor,false,1,Travis Wood RC,
base,BDP64,SuperFractor,false,1,Travis Wood RC,
base,BDP65,Base,false,,Cesar Ramos RC,
base,BDP65,Refractor,false,,Cesar Ramos RC,
base,BDP65,X-Fractor,false,250,Cesar Ramos RC,
base,BDP65,Blue Refractor,false,150,Cesar Ramos RC,
base,BDP65,Gold Refractor,false,50,Cesar Ramos RC,
base,BDP65,Red Refractor,false,1,Cesar Ramos RC,
base,BDP65,SuperFractor,false,1,Cesar Ramos RC,
base,BDP66,Base,false,,Chaz Roe RC,
base,BDP66,Refractor,false,,Chaz Roe RC,
base,BDP66,X-Fractor,false,250,Chaz Roe RC,
base,BDP66,Blue Refractor,false,150,Chaz Roe RC,
base,BDP66,Gold Refractor,false,50,Chaz Roe RC,
base,BDP66,Red Refractor,false,1,Chaz Roe RC,
base,BDP66,SuperFractor,false,1,Chaz Roe RC,
base,BDP67,Base,false,,Matt Torra RC,
base,BDP67,Refractor,false,,Matt Torra RC,
base,BDP67,X-Fractor,false,250,Matt Torra RC,
base,BDP67,Blue Refractor,false,150,Matt Torra RC,
base,BDP67,Gold Refractor,false,50,Matt Torra RC,
base,BDP67,Red Refractor,false,1,Matt Torra RC,
base,BDP67,SuperFractor,false,1,Matt Torra RC,
base,BDP68,Base,false,,Kevin Slowey RC,
base,BDP68,Refractor,false,,Kevin Slowey RC,
base,BDP68,X-Fractor,false,250,Kevin Slowey RC,
base,BDP68,Blue Refractor,false,150,Kevin Slowey RC,
base,BDP68,Gold Refractor,false,50,Kevin Slowey RC,
base,BDP68,Red Refractor,false,1,Kevin Slowey RC,
base,BDP68,SuperFractor,false,1,Kevin Slowey RC,
base,BDP69,Base,false,,Trayvon Robinson RC,
base,BDP69,Refractor,false,,Trayvon Robinson RC,
base,BDP69,X-Fractor,false,250,Trayvon Robinson RC,
base,BDP69,Blue Refractor,false,150,Trayvon Robinson RC,
base,BDP69,Gold Refractor,false,50,Trayvon Robinson RC,
base,BDP69,Red Refractor,false,1,Trayvon Robinson RC,
base,BDP69,SuperFractor,false,1,Trayvon Robinson RC,
base,BDP70,Base,false,,Reid Engel RC,
base,BDP70,Refractor,false,,Reid Engel RC,
base,BDP70,X-Fractor,false,250,Reid Engel RC,
base,BDP70,Blue Refractor,false,150,Reid Engel RC,
base,BDP70,Gold Refractor,false,50,Reid Engel RC,
base,BDP70,Red Refractor,false,1,Reid Engel RC,
base,BDP70,SuperFractor,false,1,Reid Engel RC,
base,BDP71,Base,false,,Kris Harvey RC,
base,BDP71,Refractor,false,,Kris Harvey RC,
base,BDP71,X-Fractor,false,250,Kris Harvey RC,
base,BDP71,Blue Refractor,false,150,Kris Harvey RC,
base,BDP71,Gold Refractor,false,50,Kris Harvey RC,
base,BDP71,Red Refractor,false,1,Kris Harvey RC,
base,BDP71,SuperFractor,false,1,Kris Harvey RC,
base,BDP72,Base,false,,Craig Italiano RC,
base,BDP72,Refractor,false,,Craig Italiano RC,
base,BDP72,X-Fractor,false,250,Craig Italiano RC,
base,BDP72,Blue Refractor,false,150,Craig Italiano RC,
base,BDP72,Gold Refractor,false,50,Craig Italiano RC,
base,BDP72,Red Refractor,false,1,Craig Italiano RC,
base,BDP72,SuperFractor,false,1,Craig Italiano RC,
base,BDP73,Base,false,,Matt Maloney RC,
base,BDP73,Refractor,false,,Matt Maloney RC,
base,BDP73,X-Fractor,false,250,Matt Maloney RC,
base,BDP73,Blue Refractor,false,150,Matt Maloney RC,
