category,cardNumber,parallel,isAuto,printRun,player,rarity
base,BNR-JR,Red Prism Refractor,false,5,Jose Ramirez,
base,BNR-JR,Black Prism Refractor,false,1,Jose Ramirez,
base,BNR-JT,Prism Refractor,false,,Jim Thome,
base,BNR-JT,Gold Prism Refractor,false,50,Jim Thome,
base,BNR-JT,Orange Prism Refractor,false,25,Jim Thome,
base,BNR-JT,Red Prism Refractor,false,5,Jim Thome,
base,BNR-JT,Black Prism Refractor,false,1,Jim Thome,
base,BNR-JV,Prism Refractor,false,,Joey Votto,
base,BNR-JV,Gold Prism Refractor,false,50,Joey Votto,
base,BNR-JV,Orange Prism Refractor,false,25,Joey Votto,
base,BNR-JV,Red Prism Refractor,false,5,Joey Votto,
base,BNR-JV,Black Prism Refractor,false,1,Joey Votto,
base,BNR-KB,Prism Refractor,false,,Kris Bryant,
base,BNR-KB,Gold Prism Refractor,false,50,Kris Bryant,
base,BNR-KB,Orange Prism Refractor,false,25,Kris Bryant,
base,BNR-KB,Red Prism Refractor,false,5,Kris Bryant,
base,BNR-KB,Black Prism Refractor,false,1,Kris Bryant,
base,BNR-KGJ,Prism Refractor,false,,Ken Griffey Jr.,
base,BNR-KGJ,Gold Prism Refractor,false,50,Ken Griffey Jr.,
base,BNR-KGJ,Orange Prism Refractor,false,25,Ken Griffey Jr.,
base,BNR-KGJ,Red Prism Refractor,false,5,Ken Griffey Jr.,
base,BNR-KGJ,Black Prism Refractor,false,1,Ken Griffey Jr.,
base,BNR-LS,Prism Refractor,false,,Luis Severino,
base,BNR-LS,Gold Prism Refractor,false,50,Luis Severino,
base,BNR-LS,Orange Prism Refractor,false,25,Luis Severino,
base,BNR-LS,Red Prism Refractor,false,5,Luis Severino,
base,BNR-LS,Black Prism Refractor,false,1,Luis Severino,
base,BNR-MK,Prism Refractor,false,,Mitch Keller,
base,BNR-MK,Gold Prism Refractor,false,50,Mitch Keller,
base,BNR-MK,Orange Prism Refractor,false,25,Mitch Keller,
base,BNR-MK,Red Prism Refractor,false,5,Mitch Keller,
base,BNR-MK,Black Prism Refractor,false,1,Mitch Keller,
base,BNR-MKO,Prism Refractor,false,,Michael Kopech,
base,BNR-MKO,Gold Prism Refractor,false,50,Michael Kopech,
base,BNR-MKO,Orange Prism Refractor,false,25,Michael Kopech,
base,BNR-MKO,Red Prism Refractor,false,5,Michael Kopech,
base,BNR-MKO,Black Prism Refractor,false,1,Michael Kopech,
base,BNR-MM,Prism Refractor,false,,Manny Machado,
base,BNR-MM,Gold Prism Refractor,false,50,Manny Machado,
base,BNR-MM,Orange Prism Refractor,false,25,Manny Machado,
base,BNR-MM,Red Prism Refractor,false,5,Manny Machado,
base,BNR-MM,Black Prism Refractor,false,1,Manny Machado,
base,BNR-MO,Prism Refractor,false,,Matt Olson,
base,BNR-MO,Gold Prism Refractor,false,50,Matt Olson,
base,BNR-MO,Orange Prism Refractor,false,25,Matt Olson,
base,BNR-MO,Red Prism Refractor,false,5,Matt Olson,
base,BNR-MO,Black Prism Refractor,false,1,Matt Olson,
base,BNR-MT,Prism Refractor,false,,Mike Trout,
base,BNR-MT,Gold Prism Refractor,false,50,Mike Trout,
base,BNR-MT,Orange Prism Refractor,false,25,Mike Trout,
base,BNR-MT,Red Prism Refractor,false,5,Mike Trout,
base,BNR-MT,Black Prism Refractor,false,1,Mike Trout,
base,BNR-NS,Prism Refractor,false,,Noah Syndergaard,
base,BNR-NS,Gold Prism Refractor,false,50,Noah Syndergaard,
base,BNR-NS,Orange Prism Refractor,false,25,Noah Syndergaard,
base,BNR-NS,Red Prism Refractor,false,5,Noah Syndergaard,
base,BNR-NS,Black Prism Refractor,false,1,Noah Syndergaard,
base,BNR-NSE,Prism Refractor,false,,Nick Senzel,
base,BNR-NSE,Gold Prism Refractor,false,50,Nick Senzel,
base,BNR-NSE,Orange Prism Refractor,false,25,Nick Senzel,
base,BNR-NSE,Red Prism Refractor,false,5,Nick Senzel,
base,BNR-NSE,Black Prism Refractor,false,1,Nick Senzel,
base,BNR-OV,Prism Refractor,false,,Omar Vizquel,
base,BNR-OV,Gold Prism Refractor,false,50,Omar Vizquel,
base,BNR-OV,Orange Prism Refractor,false,25,Omar Vizquel,
base,BNR-OV,Red Prism Refractor,false,5,Omar Vizquel,
base,BNR-OV,Black Prism Refractor,false,1,Omar Vizquel,
base,BNR-QH,Prism Refractor,false,,Quentin Holmes,
base,BNR-QH,Gold Prism Refractor,false,50,Quentin Holmes,
base,BNR-QH,Orange Prism Refractor,false,25,Quentin Holmes,
base,BNR-QH,Red Prism Refractor,false,5,Quentin Holmes,
base,BNR-QH,Black Prism Refractor,false,1,Quentin Holmes,
base,BNR-RA,Prism Refractor,false,,Roberto Alomar,
base,BNR-RA,Gold Prism Refractor,false,50,Roberto Alomar,
base,BNR-RA,Orange Prism Refractor,false,25,Roberto Alomar,
base,BNR-RA,Red Prism Refractor,false,5,Roberto Alomar,
base,BNR-RA,Black Prism Refractor,false,1,Roberto Alomar,
base,BNR-RAC,Prism Refractor,false,,Ronald Acuna Jr.,
base,BNR-RAC,Gold Prism Refractor,false,50,Ronald Acuna Jr.,
base,BNR-RAC,Orange Prism Refractor,false,25,Ronald Acuna Jr.,
base,BNR-RAC,Red Prism Refractor,false,5,Ronald Acuna Jr.,
base,BNR-RAC,Black Prism Refractor,false,1,Ronald Acuna Jr.,
base,BNR-RD,Prism Refractor,false,,Rafael Devers,
base,BNR-RD,Gold Prism Refractor,false,50,Rafael Devers,
base,BNR-RD,Orange Prism Refractor,false,25,Rafael Devers,
base,BNR-RD,Red Prism Refractor,false,5,Rafael Devers,
base,BNR-RD,Black Prism Refractor,false,1,Rafael Devers,
base,BNR-RH,Prism Refractor,false,,Rickey Henderson,
base,BNR-RH,Gold Prism Refractor,false,50,Rickey Henderson,
base,BNR-RH,Orange Prism Refractor,false,25,Rickey Henderson,
base,BNR-RH,Red Prism Refractor,false,5,Rickey Henderson,
base,BNR-RH,Black Prism Refractor,false,1,Rickey Henderson,
base,BNR-RHO,Prism Refractor,false,,Rhys Hoskins,
base,BNR-RHO,Gold Prism Refractor,false,50,Rhys Hoskins,
base,BNR-RHO,Orange Prism Refractor,false,25,Rhys Hoskins,
base,BNR-RHO,Red Prism Refractor,false,5,Rhys Hoskins,
base,BNR-RHO,Black Prism Refractor,false,1,Rhys Hoskins,
base,BNR-RM,Prism Refractor,false,,Ryan McMahon,
base,BNR-RM,Gold Prism Refractor,false,50,Ryan McMahon,
base,BNR-RM,Orange Prism Refractor,false,25,Ryan McMahon,
base,BNR-RM,Red Prism Refractor,false,5,Ryan McMahon,
base,BNR-RM,Black Prism Refractor,false,1,Ryan McMahon,
base,BNR-SK,Prism Refractor,false,,Sandy Koufax,
base,BNR-SK,Gold Prism Refractor,false,50,Sandy Koufax,
base,BNR-SK,Orange Prism Refractor,false,25,Sandy Koufax,
base,BNR-SK,Red Prism Refractor,false,5,Sandy Koufax,
base,BNR-SK,Black Prism Refractor,false,1,Sandy Koufax,
base,BNR-SO,Prism Refractor,false,,Shohei Ohtani,
base,BNR-SO,Gold Prism Refractor,false,50,Shohei Ohtani,
base,BNR-SO,Orange Prism Refractor,false,25,Shohei Ohtani,
base,BNR-SO,Red Prism Refractor,false,5,Shohei Ohtani,
base,BNR-SO,Black Prism Refractor,false,1,Shohei Ohtani,
base,BNR-TM,Prism Refractor,false,,Trey Mancini,
base,BNR-TM,Gold Prism Refractor,false,50,Trey Mancini,
base,BNR-TM,Orange Prism Refractor,false,25,Trey Mancini,
base,BNR-TM,Red Prism Refractor,false,5,Trey Mancini,
base,BNR-TM,Black Prism Refractor,false,1,Trey Mancini,
base,BNR-VG,Prism Refractor,false,,Vladimir Guerrero,
base,BNR-VG,Gold Prism Refractor,false,50,Vladimir Guerrero,
base,BNR-VG,Orange Prism Refractor,false,25,Vladimir Guerrero,
base,BNR-VG,Red Prism Refractor,false,5,Vladimir Guerrero,
base,BNR-VG,Black Prism Refractor,false,1,Vladimir Guerrero,
base,BNR-VGJ,Prism Refractor,false,,Vladimir Guerrero Jr.,
base,BNR-VGJ,Gold Prism Refractor,false,50,Vladimir Guerrero Jr.,
base,BNR-VGJ,Orange Prism Refractor,false,25,Vladimir Guerrero Jr.,
base,BNR-VGJ,Red Prism Refractor,false,5,Vladimir Guerrero Jr.,
base,BNR-VGJ,Black Prism Refractor,false,1,Vladimir Guerrero Jr.,
base,BNR-VR,Prism Refractor,false,,Victor Robles,
base,BNR-VR,Gold Prism Refractor,false,50,Victor Robles,
base,BNR-VR,Orange Prism Refractor,false,25,Victor Robles,
base,BNR-VR,Red Prism Refractor,false,5,Victor Robles,
base,BNR-VR,Black Prism Refractor,false,1,Victor Robles,
base,BNR-WB,Prism Refractor,false,,Walker Buehler,
base,BNR-WB,Gold Prism Refractor,false,50,Walker Buehler,
base,BNR-WB,Orange Prism Refractor,false,25,Walker Buehler,
base,BNR-WB,Red Prism Refractor,false,5,Walker Buehler,
base,BNR-WB,Black Prism Refractor,false,1,Walker Buehler,
