category,cardNumber,parallel,isAuto,printRun,player,rarity
base,36,Class 1 Red,false,75,Johnny Bench,
base,36,Class 1 Gold,false,1,Johnny Bench,
base,37,Class 1,false,,Freddie Freeman,
base,37,Class 1 Black,false,,Freddie Freeman,
base,37,Class 1 Blue,false,150,Freddie Freeman,
base,37,Class 1 Red,false,75,Freddie Freeman,
base,37,Class 1 Gold,false,1,Freddie Freeman,
base,38,Class 1,false,,Jake Thompson RC,
base,38,Class 1 Black,false,,Jake Thompson RC,
base,38,Class 1 Blue,false,150,Jake Thompson RC,
base,38,Class 1 Red,false,75,Jake Thompson RC,
base,38,Class 1 Gold,false,1,Jake Thompson RC,
base,39,Class 1,false,,Miguel Sano,
base,39,Class 1 Black,false,,Miguel Sano,
base,39,Class 1 Blue,false,150,Miguel Sano,
base,39,Class 1 Red,false,75,Miguel Sano,
base,39,Class 1 Gold,false,1,Miguel Sano,
base,40,Class 1,false,,Anthony Rizzo,
base,40,Class 1 Black,false,,Anthony Rizzo,
base,40,Class 1 Blue,false,150,Anthony Rizzo,
base,40,Class 1 Red,false,75,Anthony Rizzo,
base,40,Class 1 Gold,false,1,Anthony Rizzo,
base,41,Class 1,false,,Tyler Glasnow RC,
base,41,Class 1 Black,false,,Tyler Glasnow RC,
base,41,Class 1 Blue,false,150,Tyler Glasnow RC,
base,41,Class 1 Red,false,75,Tyler Glasnow RC,
base,41,Class 1 Gold,false,1,Tyler Glasnow RC,
base,42,Class 1,false,,Adam Jones,
base,42,Class 1 Black,false,,Adam Jones,
base,42,Class 1 Blue,false,150,Adam Jones,
base,42,Class 1 Red,false,75,Adam Jones,
base,42,Class 1 Gold,false,1,Adam Jones,
base,43,Class 1,false,,Jacob,
base,43,Class 1 Black,false,,Jacob,
base,43,Class 1 Blue,false,150,Jacob,
base,43,Class 1 Red,false,75,Jacob,
base,43,Class 1 Gold,false,1,Jacob,
base,44,Class 1,false,,Ian Happ RC,
base,44,Class 1 Black,false,,Ian Happ RC,
base,44,Class 1 Blue,false,150,Ian Happ RC,
base,44,Class 1 Red,false,75,Ian Happ RC,
base,44,Class 1 Gold,false,1,Ian Happ RC,
base,45,Class 1,false,,Chipper Jones,
base,45,Class 1 Black,false,,Chipper Jones,
base,45,Class 1 Blue,false,150,Chipper Jones,
base,45,Class 1 Red,false,75,Chipper Jones,
base,45,Class 1 Gold,false,1,Chipper Jones,
base,46,Class 1,false,,Javier Baez,
base,46,Class 1 Black,false,,Javier Baez,
base,46,Class 1 Blue,false,150,Javier Baez,
base,46,Class 1 Red,false,75,Javier Baez,
base,46,Class 1 Gold,false,1,Javier Baez,
base,47,Class 1,false,,Manny Machado,
base,47,Class 1 Black,false,,Manny Machado,
base,47,Class 1 Blue,false,150,Manny Machado,
base,47,Class 1 Red,false,75,Manny Machado,
base,47,Class 1 Gold,false,1,Manny Machado,
base,48,Class 1,false,,Andrew Benintendi RC,
base,48,Class 1 Black,false,,Andrew Benintendi RC,
base,48,Class 1 Blue,false,150,Andrew Benintendi RC,
base,48,Class 1 Red,false,75,Andrew Benintendi RC,
base,48,Class 1 Gold,false,1,Andrew Benintendi RC,
base,49,Class 1,false,,Josh Bell RC,
base,49,Class 1 Black,false,,Josh Bell RC,
base,49,Class 1 Blue,false,150,Josh Bell RC,
base,49,Class 1 Red,false,75,Josh Bell RC,
base,49,Class 1 Gold,false,1,Josh Bell RC,
base,50,Class 1,false,,Kris Bryant,
base,50,Class 1 Black,false,,Kris Bryant,
base,50,Class 1 Blue,false,150,Kris Bryant,
base,50,Class 1 Red,false,75,Kris Bryant,
base,50,Class 1 Gold,false,1,Kris Bryant,
base,51,Class 1,false,,Hunter Pence,
base,51,Class 1 Black,false,,Hunter Pence,
base,51,Class 1 Blue,false,150,Hunter Pence,
base,51,Class 1 Red,false,75,Hunter Pence,
base,51,Class 1 Gold,false,1,Hunter Pence,
base,52,Class 1,false,,Frank Thomas,
base,52,Class 1 Black,false,,Frank Thomas,
base,52,Class 1 Blue,false,150,Frank Thomas,
base,52,Class 1 Red,false,75,Frank Thomas,
base,52,Class 1 Gold,false,1,Frank Thomas,
base,53,Class 1,false,,Ryan Braun,
base,53,Class 1 Black,false,,Ryan Braun,
base,53,Class 1 Blue,false,150,Ryan Braun,
base,53,Class 1 Red,false,75,Ryan Braun,
base,53,Class 1 Gold,false,1,Ryan Braun,
base,54,Class 1,false,,Yulieski Gurriel RC,
base,54,Class 1 Black,false,,Yulieski Gurriel RC,
base,54,Class 1 Blue,false,150,Yulieski Gurriel RC,
base,54,Class 1 Red,false,75,Yulieski Gurriel RC,
base,54,Class 1 Gold,false,1,Yulieski Gurriel RC,
base,55,Class 1,false,,George Brett,
base,55,Class 1 Black,false,,George Brett,
base,55,Class 1 Blue,false,150,George Brett,
base,55,Class 1 Red,false,75,George Brett,
base,55,Class 1 Gold,false,1,George Brett,
base,56,Class 1,false,,Yoan Moncada RC,
base,56,Class 1 Black,false,,Yoan Moncada RC,
base,56,Class 1 Blue,false,150,Yoan Moncada RC,
base,56,Class 1 Red,false,75,Yoan Moncada RC,
base,56,Class 1 Gold,false,1,Yoan Moncada RC,
base,57,Class 1,false,,Adrian Gonzalez,
base,57,Class 1 Black,false,,Adrian Gonzalez,
base,57,Class 1 Blue,false,150,Adrian Gonzalez,
base,57,Class 1 Red,false,75,Adrian Gonzalez,
base,57,Class 1 Gold,false,1,Adrian Gonzalez,
base,58,Class 1,false,,Trey Mancini RC,
base,58,Class 1 Black,false,,Trey Mancini RC,
base,58,Class 1 Blue,false,150,Trey Mancini RC,
base,58,Class 1 Red,false,75,Trey Mancini RC,
base,58,Class 1 Gold,false,1,Trey Mancini RC,
base,59,Class 1,false,,Alex Reyes RC,
base,59,Class 1 Black,false,,Alex Reyes RC,
base,59,Class 1 Blue,false,150,Alex Reyes RC,
base,59,Class 1 Red,false,75,Alex Reyes RC,
base,59,Class 1 Gold,false,1,Alex Reyes RC,
base,60,Class 1,false,,Brooks Robinson,
base,60,Class 1 Black,false,,Brooks Robinson,
base,60,Class 1 Blue,false,150,Brooks Robinson,
base,60,Class 1 Red,false,75,Brooks Robinson,
base,60,Class 1 Gold,false,1,Brooks Robinson,
base,61,Class 1,false,,Randy Johnson,
base,61,Class 1 Black,false,,Randy Johnson,
base,61,Class 1 Blue,false,150,Randy Johnson,
base,61,Class 1 Red,false,75,Randy Johnson,
base,61,Class 1 Gold,false,1,Randy Johnson,
base,62,Class 1,false,,Luke Weaver RC,
base,62,Class 1 Black,false,,Luke Weaver RC,
base,62,Class 1 Blue,false,150,Luke Weaver RC,
base,62,Class 1 Red,false,75,Luke Weaver RC,
base,62,Class 1 Gold,false,1,Luke Weaver RC,
base,63,Class 1,false,,Andrew McCutchen,
base,63,Class 1 Black,false,,Andrew McCutchen,
base,63,Class 1 Blue,false,150,Andrew McCutchen,
base,63,Class 1 Red,false,75,Andrew McCutchen,
base,63,Class 1 Gold,false,1,Andrew McCutchen,
base,64,Class 1,false,,Johnny Cueto,
base,64,Class 1 Black,false,,Johnny Cueto,
base,64,Class 1 Blue,false,150,Johnny Cueto,
base,64,Class 1 Red,false,75,Johnny Cueto,
base,64,Class 1 Gold,false,1,Johnny Cueto,
base,65,Class 1,false,,Albert Pujols,
base,65,Class 1 Black,false,,Albert Pujols,
base,65,Class 1 Blue,false,150,Albert Pujols,
base,65,Class 1 Red,false,75,Albert Pujols,
base,65,Class 1 Gold,false,1,Albert Pujols,
base,66,Class 1,false,,Joey Votto,
base,66,Class 1 Black,false,,Joey Votto,
base,66,Class 1 Blue,false,150,Joey Votto,
base,66,Class 1 Red,false,75,Joey Votto,
base,66,Class 1 Gold,false,1,Joey Votto,
base,67,Class 1,false,,Yu Darvish,
base,67,Class 1 Black,false,,Yu Darvish,
base,67,Class 1 Blue,false,150,Yu Darvish,
base,67,Class 1 Red,false,75,Yu Darvish,
base,67,Class 1 Gold,false,1,Yu Darvish,
base,68,Class 1,false,,Miguel Cabrera,
base,68,Class 1 Black,false,,Miguel Cabrera,
base,68,Class 1 Blue,false,150,Miguel Cabrera,
base,68,Class 1 Red,false,75,Miguel Cabrera,
base,68,Class 1 Gold,false,1,Miguel Cabrera,
base,69,Class 1,false,,Edwin Encarnacion,
base,69,Class 1 Black,false,,Edwin Encarnacion,
base,69,Class 1 Blue,false,150,Edwin Encarnacion,
base,69,Class 1 Red,false,75,Edwin Encarnacion,
base,69,Class 1 Gold,false,1,Edwin Encarnacion,
base,70,Class 1,false,,Josh Donaldson,
base,70,Class 1 Black,false,,Josh Donaldson,
base,70,Class 1 Blue,false,150,Josh Donaldson,
base,70,Class 1 Red,false,75,Josh Donaldson,
base,70,Class 1 Gold,false,1,Josh Donaldson,
base,71,Class 1,false,,Jose Altuve,
base,71,Class 1 Black,false,,Jose Altuve,
base,71,Class 1 Blue,false,150,Jose Altuve,
base,71,Class 1 Red,false,75,Jose Altuve,
base,71,Class 1 Gold,false,1,Jose Altuve,
base,72,Class 1,false,,David Ortiz,
base,72,Class 1 Black,false,,David Ortiz,
base,72,Class 1 Blue,false,150,David Ortiz,
base,72,Class 1 Red,false,75,David Ortiz,
base,72,Class 1 Gold,false,1,David Ortiz,
base,73,Class 1,false,,Wil Myers,
base,73,Class 1 Black,false,,Wil Myers,
base,73,Class 1 Blue,false,150,Wil Myers,
base,73,Class 1 Red,false,75,Wil Myers,
base,73,Class 1 Gold,false,1,Wil Myers,
base,74,Class 1,false,,Troy Tulowitzki,
base,74,Class 1 Black,false,,Troy Tulowitzki,
base,74,Class 1 Blue,false,150,Troy Tulowitzki,
base,74,Class 1 Red,false,75,Troy Tulowitzki,
base,74,Class 1 Gold,false,1,Troy Tulowitzki,
base,75,Class 1,false,,Mookie Betts,
base,75,Class 1 Black,false,,Mookie Betts,
base,75,Class 1 Blue,false,150,Mookie Betts,
base,75,Class 1 Red,false,75,Mookie Betts,
base,75,Class 1 Gold,false,1,Mookie Betts,
base,76,Class 1,false,,Mitch Haniger RC,
base,76,Class 1 Black,false,,Mitch Haniger RC,
base,76,Class 1 Blue,false,150,Mitch Haniger RC,
base,76,Class 1 Red,false,75,Mitch Haniger RC,
base,76,Class 1 Gold,false,1,Mitch Haniger RC,
base,77,Class 1,false,,Gary Sanchez,
base,77,Class 1 Black,false,,Gary Sanchez,
base,77,Class 1 Blue,false,150,Gary Sanchez,
base,77,Class 1 Red,false,75,Gary Sanchez,
base,77,Class 1 Gold,false,1,Gary Sanchez,
base,78,Class 1,false,,Jose Abreu,
base,78,Class 1 Black,false,,Jose Abreu,
base,78,Class 1 Blue,false,150,Jose Abreu,
base,78,Class 1 Red,false,75,Jose Abreu,
base,78,Class 1 Gold,false,1,Jose Abreu,
base,79,Class 1,false,,"Ken Griffey, Jr.",
base,79,Class 1 Black,false,,"Ken Griffey, Jr.",
base,79,Class 1 Blue,false,150,"Ken Griffey, Jr.",
base,79,Class 1 Red,false,75,"Ken Griffey, Jr.",
base,79,Class 1 Gold,false,1,"Ken Griffey, Jr.",
base,80,Class 1,false,,Chris Sale,
base,80,Class 1 Black,false,,Chris Sale,
base,80,Class 1 Blue,false,150,Chris Sale,
base,80,Class 1 Red,false,75,Chris Sale,
base,80,Class 1 Gold,false,1,Chris Sale,
base,81,Class 1,false,,Masahiro Tanaka,
base,81,Class 1 Black,false,,Masahiro Tanaka,
base,81,Class 1 Blue,false,150,Masahiro Tanaka,
base,81,Class 1 Red,false,75,Masahiro Tanaka,
base,81,Class 1 Gold,false,1,Masahiro Tanaka,
base,82,Class 1,false,,Nolan Ryan,
base,82,Class 1 Black,false,,Nolan Ryan,
base,82,Class 1 Blue,false,150,Nolan Ryan,
base,82,Class 1 Red,false,75,Nolan Ryan,
base,82,Class 1 Gold,false,1,Nolan Ryan,
base,83,Class 1,false,,Kenta Maeda,
base,83,Class 1 Black,false,,Kenta Maeda,
base,83,Class 1 Blue,false,150,Kenta Maeda,
base,83,Class 1 Red,false,75,Kenta Maeda,
base,83,Class 1 Gold,false,1,Kenta Maeda,
base,84,Class 1,false,,Bo Jackson,
base,84,Class 1 Black,false,,Bo Jackson,
base,84,Class 1 Blue,false,150,Bo Jackson,
base,84,Class 1 Red,false,75,Bo Jackson,
base,84,Class 1 Gold,false,1,Bo Jackson,
base,85,Class 1,false,,Clayton Kershaw,
base,85,Class 1 Black,false,,Clayton Kershaw,
base,85,Class 1 Blue,false,150,Clayton Kershaw,
base,85,Class 1 Red,false,75,Clayton Kershaw,
base,85,Class 1 Gold,false,1,Clayton Kershaw,
base,86,Class 1,false,,Aaron Judge RC,
base,86,Class 1 Black,false,,Aaron Judge RC,
base,86,Class 1 Blue,false,150,Aaron Judge RC,
base,86,Class 1 Red,false,75,Aaron Judge RC,
base,86,Class 1 Gold,false,1,Aaron Judge RC,
base,87,Class 1,false,,Francisco Lindor,
base,87,Class 1 Black,false,,Francisco Lindor,
base,87,Class 1 Blue,false,150,Francisco Lindor,
base,87,Class 1 Red,false,75,Francisco Lindor,
base,87,Class 1 Gold,false,1,Francisco Lindor,
base,88,Class 1,false,,Greg Maddux,
base,88,Class 1 Black,false,,Greg Maddux,
base,88,Class 1 Blue,false,150,Greg Maddux,
base,88,Class 1 Red,false,75,Greg Maddux,
base,88,Class 1 Gold,false,1,Greg Maddux,
base,89,Class 1,false,,Christian Arroyo RC,
base,89,Class 1 Black,false,,Christian Arroyo RC,
base,89,Class 1 Blue,false,150,Christian Arroyo RC,
base,89,Class 1 Red,false,75,Christian Arroyo RC,
base,89,Class 1 Gold,false,1,Christian Arroyo RC,
base,90,Class 1,false,,Carlos Correa,
base,90,Class 1 Black,false,,Carlos Correa,
base,90,Class 1 Blue,false,150,Carlos Correa,
base,90,Class 1 Red,false,75,Carlos Correa,
base,90,Class 1 Gold,false,1,Carlos Correa,
base,91,Class 1,false,,Hank Aaron,
base,91,Class 1 Black,false,,Hank Aaron,
base,91,Class 1 Blue,false,150,Hank Aaron,
base,91,Class 1 Red,false,75,Hank Aaron,
base,91,Class 1 Gold,false,1,Hank Aaron,
base,92,Class 1,false,,Reggie Jackson,
base,92,Class 1 Black,false,,Reggie Jackson,
base,92,Class 1 Blue,false,150,Reggie Jackson,
base,92,Class 1 Red,false,75,Reggie Jackson,
base,92,Class 1 Gold,false,1,Reggie Jackson,
base,93,Class 1,false,,Nolan Arenado,
base,93,Class 1 Black,false,,Nolan Arenado,
base,93,Class 1 Blue,false,150,Nolan Arenado,
base,93,Class 1 Red,false,75,Nolan Arenado,
base,93,Class 1 Gold,false,1,Nolan Arenado,
base,94,Class 1,false,,Kyle Schwarber,
base,94,Class 1 Black,false,,Kyle Schwarber,
base,94,Class 1 Blue,false,150,Kyle Schwarber,
base,94,Class 1 Red,false,75,Kyle Schwarber,
base,94,Class 1 Gold,false,1,Kyle Schwarber,
base,95,Class 1,false,,Ichiro,
base,95,Class 1 Black,false,,Ichiro,
base,95,Class 1 Blue,false,150,Ichiro,
base,95,Class 1 Red,false,75,Ichiro,
base,95,Class 1 Gold,false,1,Ichiro,
base,96,Class 1,false,,Noah Syndergaard,
base,96,Class 1 Black,false,,Noah Syndergaard,
base,96,Class 1 Blue,false,150,Noah Syndergaard,
base,96,Class 1 Red,false,75,Noah Syndergaard,
base,96,Class 1 Gold,false,1,Noah Syndergaard,
base,97,Class 1,false,,"Cal Ripken, Jr.",
base,97,Class 1 Black,false,,"Cal Ripken, Jr.",
base,97,Class 1 Blue,false,150,"Cal Ripken, Jr.",
base,97,Class 1 Red,false,75,"Cal Ripken, Jr.",
base,97,Class 1 Gold,false,1,"Cal Ripken, Jr.",
base,98,Class 1,false,,Carlos Gonzalez,
base,98,Class 1 Black,false,,Carlos Gonzalez,
base,98,Class 1 Blue,false,150,Carlos Gonzalez,
base,98,Class 1 Red,false,75,Carlos Gonzalez,
base,98,Class 1 Gold,false,1,Carlos Gonzalez,
base,99,Class 1,false,,Roger Clemens,
base,99,Class 1 Black,false,,Roger Clemens,
base,99,Class 1 Blue,false,150,Roger Clemens,
base,99,Class 1 Red,false,75,Roger Clemens,
base,99,Class 1 Gold,false,1,Roger Clemens,
base,100,Class 1,false,,Mark McGwire Parallels All,
base,100,Class 1 Black,false,,Mark McGwire Parallels All,
base,100,Class 1 Blue,false,150,Mark McGwire Parallels All,
base,100,Class 1 Red,false,75,Mark McGwire Parallels All,
base,100,Class 1 Gold,false,1,Mark McGwire Parallels All,
base,1,Class 2,false,,Bryce Harper,
base,1,Class 2 Black,false,,Bryce Harper,
base,1,Class 2 Blue,false,99,Bryce Harper,
base,1,Class 2 Red,false,50,Bryce Harper,
base,1,Class 2 Gold,false,1,Bryce Harper,
base,2,Class 2,false,,Jose Bautista,
base,2,Class 2 Black,false,,Jose Bautista,
base,2,Class 2 Blue,false,99,Jose Bautista,
base,2,Class 2 Red,false,50,Jose Bautista,
base,2,Class 2 Gold,false,1,Jose Bautista,
base,3,Class 2,false,,Trevor Story,
base,3,Class 2 Black,false,,Trevor Story,
base,3,Class 2 Blue,false,99,Trevor Story,
base,3,Class 2 Red,false,50,Trevor Story,
base,3,Class 2 Gold,false,1,Trevor Story,
base,4,Class 2,false,,Felix Hernandez,
base,4,Class 2 Black,false,,Felix Hernandez,
base,4,Class 2 Blue,false,99,Felix Hernandez,
base,4,Class 2 Red,false,50,Felix Hernandez,
base,4,Class 2 Gold,false,1,Felix Hernandez,
base,5,Class 2,false,,Carl Yastrzemski,
base,5,Class 2 Black,false,,Carl Yastrzemski,
base,5,Class 2 Blue,false,99,Carl Yastrzemski,
base,5,Class 2 Red,false,50,Carl Yastrzemski,
base,5,Class 2 Gold,false,1,Carl Yastrzemski,
base,6,Class 2,false,,Jake Arrieta,
base,6,Class 2 Black,false,,Jake Arrieta,
base,6,Class 2 Blue,false,99,Jake Arrieta,
base,6,Class 2 Red,false,50,Jake Arrieta,
base,6,Class 2 Gold,false,1,Jake Arrieta,
base,7,Class 2,false,,Aledmys Diaz,
base,7,Class 2 Black,false,,Aledmys Diaz,
base,7,Class 2 Blue,false,99,Aledmys Diaz,
base,7,Class 2 Red,false,50,Aledmys Diaz,
base,7,Class 2 Gold,false,1,Aledmys Diaz,
base,8,Class 2,false,,Addison Russell,
base,8,Class 2 Black,false,,Addison Russell,
base,8,Class 2 Blue,false,99,Addison Russell,
base,8,Class 2 Red,false,50,Addison Russell,
base,8,Class 2 Gold,false,1,Addison Russell,
base,9,Class 2,false,,Stephen Strasburg,
base,9,Class 2 Black,false,,Stephen Strasburg,
base,9,Class 2 Blue,false,99,Stephen Strasburg,
base,9,Class 2 Red,false,50,Stephen Strasburg,
base,9,Class 2 Gold,false,1,Stephen Strasburg,
base,10,Class 2,false,,Buster Posey,
base,10,Class 2 Black,false,,Buster Posey,
base,10,Class 2 Blue,false,99,Buster Posey,
base,10,Class 2 Red,false,50,Buster Posey,
base,10,Class 2 Gold,false,1,Buster Posey,
